state,msa,jobtitle,capacity,density,medianSalary
CA,"Los Angeles-Long Beach-Santa Ana, CA",Public Address System and Other Announcers,0.091,1.65,25250
CA,"Los Angeles-Long Beach-Santa Ana, CA",Broadcast News Analysts,0.054,1.68,71540
CA,"Los Angeles-Long Beach-Santa Ana, CA",Reporters and Correspondents,0.278,0.89,37560
CA,"Los Angeles-Long Beach-Santa Ana, CA",Public Relations Specialists,1.406,0.91,64820
CA,"Los Angeles-Long Beach-Santa Ana, CA",Editors,0.811,1.13,62280
CA,"Los Angeles-Long Beach-Santa Ana, CA",Technical Writers,0.369,1.04,73000
CA,"Los Angeles-Long Beach-Santa Ana, CA",Writers and Authors,0.836,2.60,0
CA,"Los Angeles-Long Beach-Santa Ana, CA",Interpreters and Translators,0.448,1.22,61170
CA,"Los Angeles-Long Beach-Santa Ana, CA","Media and Communication Workers, All Other",1.694,8.96,46620
CA,"Los Angeles-Long Beach-Santa Ana, CA",Audio and Video Equipment Technicians,1.380,3.10,46940
CA,"Los Angeles-Long Beach-Santa Ana, CA",Broadcast Technicians,0.365,1.85,51460
CA,"Los Angeles-Long Beach-Santa Ana, CA",Sound Engineering Technicians,0.599,5.88,57590
CA,"Los Angeles-Long Beach-Santa Ana, CA",Photographers,0.611,1.58,56150
CA,"Los Angeles-Long Beach-Santa Ana, CA","Camera Operators, Television, Video, and Motion Picture",0.661,4.88,58270
CA,"Los Angeles-Long Beach-Santa Ana, CA",Film and Video Editors,1.618,8.94,83880
CA,"Los Angeles-Long Beach-Santa Ana, CA","Media and Communication Equipment Workers, All Other",1.050,8.04,69770
CA,"Los Angeles-Long Beach-Santa Ana, CA",Healthcare Practitioners and Technical Occupations,48.872,0.84,80850
CA,"Los Angeles-Long Beach-Santa Ana, CA",Chiropractors,0.138,0.62,104820
CA,"Los Angeles-Long Beach-Santa Ana, CA","Dentists, General",0.746,1.03,132990
CA,"Los Angeles-Long Beach-Santa Ana, CA",Oral and Maxillofacial Surgeons,0,0,0
CA,"Los Angeles-Long Beach-Santa Ana, CA",Orthodontists,0.045,0.97,183440
CA,"Los Angeles-Long Beach-Santa Ana, CA","Dentists, All Other Specialists",0,0,122760
CA,"Los Angeles-Long Beach-Santa Ana, CA",Dietitians and Nutritionists,0.429,0.97,72260
CA,"Los Angeles-Long Beach-Santa Ana, CA",Optometrists,0.328,1.33,102850
CA,"Los Angeles-Long Beach-Santa Ana, CA",Pharmacists,1.876,0.87,135790
CA,"Los Angeles-Long Beach-Santa Ana, CA",Anesthesiologists,0.120,0.54,0
CA,"Los Angeles-Long Beach-Santa Ana, CA",Family and General Practitioners,1.323,1.43,0
CA,"Los Angeles-Long Beach-Santa Ana, CA","Internists, General",0.296,0.83,182340
CA,"Los Angeles-Long Beach-Santa Ana, CA",Obstetricians and Gynecologists,0.194,1.20,170370
CA,"Los Angeles-Long Beach-Santa Ana, CA","Pediatricians, General",0.413,1.80,169510
CA,"Los Angeles-Long Beach-Santa Ana, CA",Psychiatrists,0.381,2.05,0
CA,"Los Angeles-Long Beach-Santa Ana, CA",Surgeons,0.336,1.10,0
CA,"Los Angeles-Long Beach-Santa Ana, CA","Physicians and Surgeons, All Other",1.504,0.65,0
CA,"Los Angeles-Long Beach-Santa Ana, CA",Physician Assistants,0.638,0.94,98930
CA,"Los Angeles-Long Beach-Santa Ana, CA",Podiatrists,0.066,1.00,60110
CA,"Los Angeles-Long Beach-Santa Ana, CA",Occupational Therapists,0.662,0.81,91970
CA,"Los Angeles-Long Beach-Santa Ana, CA",Physical Therapists,1.174,0.79,89290
CA,"Los Angeles-Long Beach-Santa Ana, CA",Radiation Therapists,0.063,0.52,93780
CA,"Los Angeles-Long Beach-Santa Ana, CA",Recreational Therapists,0.085,0.64,53340
CA,"Los Angeles-Long Beach-Santa Ana, CA",Respiratory Therapists,1.006,1.14,74630
CA,"Los Angeles-Long Beach-Santa Ana, CA",Speech-Language Pathologists,0.662,0.71,81800
CA,"Los Angeles-Long Beach-Santa Ana, CA",Exercise Physiologists,0.023,0.46,69490
CA,"Los Angeles-Long Beach-Santa Ana, CA","Therapists, All Other",0.141,1.62,39410
CA,"Los Angeles-Long Beach-Santa Ana, CA",Veterinarians,0.309,0.67,115990
CA,"Los Angeles-Long Beach-Santa Ana, CA",Registered Nurses,15.957,0.80,93590
CA,"Los Angeles-Long Beach-Santa Ana, CA",Nurse Anesthetists,0.049,0.18,173050
CA,"Los Angeles-Long Beach-Santa Ana, CA",Nurse Midwives,0.021,0.57,128910
CA,"Los Angeles-Long Beach-Santa Ana, CA",Nurse Practitioners,0.618,0.68,113980
CA,"Los Angeles-Long Beach-Santa Ana, CA",Audiologists,0.046,0.51,86740
CA,"Los Angeles-Long Beach-Santa Ana, CA","Health Diagnosing and Treating Practitioners, All Other",0.354,1.35,62580
CA,"Los Angeles-Long Beach-Santa Ana, CA",Medical and Clinical Laboratory Technologists,0.862,0.72,77710
CA,"Los Angeles-Long Beach-Santa Ana, CA",Medical and Clinical Laboratory Technicians,1.263,1.06,41200
CA,"Los Angeles-Long Beach-Santa Ana, CA",Dental Hygienists,1.279,0.88,103380
CA,"Los Angeles-Long Beach-Santa Ana, CA",Cardiovascular Technologists and Technicians,0.248,0.66,64010
CA,"Los Angeles-Long Beach-Santa Ana, CA",Diagnostic Medical Sonographers,0.280,0.63,84220
CA,"Los Angeles-Long Beach-Santa Ana, CA",Nuclear Medicine Technologists,0.078,0.52,98370
CA,"Los Angeles-Long Beach-Santa Ana, CA",Radiologic Technologists,1.050,0.73,69890
CA,"Los Angeles-Long Beach-Santa Ana, CA",Magnetic Resonance Imaging Technologists,0.177,0.72,79390
CA,"Los Angeles-Long Beach-Santa Ana, CA",Emergency Medical Technicians and Paramedics,0.989,0.57,28170
CA,"Los Angeles-Long Beach-Santa Ana, CA",Dietetic Technicians,0.181,0.85,31470
CA,"Los Angeles-Long Beach-Santa Ana, CA",Pharmacy Technicians,2.122,0.78,36610
CA,"Los Angeles-Long Beach-Santa Ana, CA",Psychiatric Technicians,0.339,0.71,54290
CA,"Los Angeles-Long Beach-Santa Ana, CA",Respiratory Therapy Technicians,0.059,0.75,69620
CA,"Los Angeles-Long Beach-Santa Ana, CA",Surgical Technologists,0.626,0.86,53670
CA,"Los Angeles-Long Beach-Santa Ana, CA",Veterinary Technologists and Technicians,0.499,0.72,36090
CA,"Los Angeles-Long Beach-Santa Ana, CA",Ophthalmic Medical Technicians,0.216,0.80,43840
CA,"Los Angeles-Long Beach-Santa Ana, CA",Licensed Practical and Licensed Vocational Nurses,4.903,0.95,49870
CA,"Los Angeles-Long Beach-Santa Ana, CA",Medical Records and Health Information Technicians,1.169,0.86,40090
CA,"Los Angeles-Long Beach-Santa Ana, CA","Opticians, Dispensing",0.586,1.08,38590
CA,"Los Angeles-Long Beach-Santa Ana, CA",Orthotists and Prosthetists,0.106,1.83,60670
CA,"Los Angeles-Long Beach-Santa Ana, CA",Hearing Aid Specialists,0.021,0.50,48140
CA,"Los Angeles-Long Beach-Santa Ana, CA","Health Technologists and Technicians, All Other",0.880,1.24,41020
CA,"Los Angeles-Long Beach-Santa Ana, CA",Occupational Health and Safety Specialists,0.338,0.70,74100
CA,"Los Angeles-Long Beach-Santa Ana, CA",Occupational Health and Safety Technicians,0.054,0.52,42350
CA,"Los Angeles-Long Beach-Santa Ana, CA",Athletic Trainers,0.079,0.48,45760
CA,"Los Angeles-Long Beach-Santa Ana, CA",Genetic Counselors,0.018,1.13,89390
CA,"Los Angeles-Long Beach-Santa Ana, CA","Healthcare Practitioners and Technical Workers, All Other",0.320,1.06,56480
CA,"Los Angeles-Long Beach-Santa Ana, CA",Healthcare Support Occupations,23.422,0.80,30250
CA,"Los Angeles-Long Beach-Santa Ana, CA",Home Health Aides,2.435,0.41,22090
CA,"Los Angeles-Long Beach-Santa Ana, CA",Psychiatric Aides,0.176,0.33,27700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Nursing Assistants,7.140,0.68,27690
CA,"Los Angeles-Long Beach-Santa Ana, CA",Orderlies,0.227,0.58,31860
CA,"Los Angeles-Long Beach-Santa Ana, CA",Occupational Therapy Assistants,0.132,0.55,70510
CA,"Los Angeles-Long Beach-Santa Ana, CA",Occupational Therapy Aides,0.088,1.39,27870
CA,"Los Angeles-Long Beach-Santa Ana, CA",Physical Therapist Assistants,0.342,0.60,68480
CA,"Los Angeles-Long Beach-Santa Ana, CA",Physical Therapist Aides,0.382,1.06,26880
CA,"Los Angeles-Long Beach-Santa Ana, CA",Massage Therapists,0,0,40520
CA,"Los Angeles-Long Beach-Santa Ana, CA",Dental Assistants,3.005,1.29,35440
CA,"Los Angeles-Long Beach-Santa Ana, CA",Medical Assistants,5.249,1.21,32520
CA,"Los Angeles-Long Beach-Santa Ana, CA",Medical Equipment Preparers,0.379,1.01,37700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Medical Transcriptionists,0.215,0.48,51280
CA,"Los Angeles-Long Beach-Santa Ana, CA",Pharmacy Aides,0.739,2.42,23840
CA,"Los Angeles-Long Beach-Santa Ana, CA",Veterinary Assistants and Laboratory Animal Caretakers,0.513,0.98,26950
CA,"Los Angeles-Long Beach-Santa Ana, CA",Phlebotomists,0.897,1.08,35630
CA,"Los Angeles-Long Beach-Santa Ana, CA","Healthcare Support Workers, All Other",0.719,0.98,38070
CA,"Los Angeles-Long Beach-Santa Ana, CA",Protective Service Occupations,24.199,0.99,35920
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Correctional Officers,0.037,0.11,86520
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Police and Detectives,0.211,0.28,133020
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Fire Fighting and Prevention Workers,0.062,0.14,157960
CA,"Los Angeles-Long Beach-Santa Ana, CA","First-Line Supervisors of Protective Service Workers, All Other",0.646,1.30,41480
CA,"Los Angeles-Long Beach-Santa Ana, CA",Firefighters,1.617,0.71,78590
CA,"Los Angeles-Long Beach-Santa Ana, CA",Fire Inspectors and Investigators,0.037,0.44,102470
CA,"Los Angeles-Long Beach-Santa Ana, CA",Forest Fire Inspectors and Prevention Specialists,0.011,0.93,83040
CA,"Los Angeles-Long Beach-Santa Ana, CA",Correctional Officers and Jailers,0.815,0.25,54590
CA,"Los Angeles-Long Beach-Santa Ana, CA",Detectives and Criminal Investigators,0.682,0.85,106300
CA,"Los Angeles-Long Beach-Santa Ana, CA",Parking Enforcement Workers,0.078,1.22,46090
CA,"Los Angeles-Long Beach-Santa Ana, CA",Police and Sheriff's Patrol Officers,5.151,1.09,87730
CA,"Los Angeles-Long Beach-Santa Ana, CA",Animal Control Workers,0.069,0.69,51220
CA,"Los Angeles-Long Beach-Santa Ana, CA",Gaming Surveillance Officers and Gaming Investigators,0,0,30900
CA,"Los Angeles-Long Beach-Santa Ana, CA",Security Guards,11.441,1.43,23450
CA,"Los Angeles-Long Beach-Santa Ana, CA",Crossing Guards,0.389,0.79,26470
CA,"Los Angeles-Long Beach-Santa Ana, CA","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.023,1.02,27670
CA,"Los Angeles-Long Beach-Santa Ana, CA",Transportation Security Screeners,0.523,1.63,38920
CA,"Los Angeles-Long Beach-Santa Ana, CA","Protective Service Workers, All Other",0.985,1.18,34720
CA,"Los Angeles-Long Beach-Santa Ana, CA",Food Preparation and Serving Related Occupations,92.932,1.02,19600
CA,"Los Angeles-Long Beach-Santa Ana, CA",Chefs and Head Cooks,0.934,1.07,38180
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Food Preparation and Serving Workers,5.789,0.90,31520
CA,"Los Angeles-Long Beach-Santa Ana, CA","Cooks, Fast Food",7.217,1.88,18930
CA,"Los Angeles-Long Beach-Santa Ana, CA","Cooks, Institution and Cafeteria",1.527,0.51,28800
CA,"Los Angeles-Long Beach-Santa Ana, CA","Cooks, Restaurant",8.289,1.01,23080
CA,"Los Angeles-Long Beach-Santa Ana, CA","Cooks, Short Order",1.092,0.82,22440
CA,"Los Angeles-Long Beach-Santa Ana, CA","Cooks, All Other",0.225,1.63,28570
CA,"Los Angeles-Long Beach-Santa Ana, CA",Food Preparation Workers,8.325,1.32,19380
CA,"Los Angeles-Long Beach-Santa Ana, CA",Bartenders,3.515,0.82,20010
CA,"Los Angeles-Long Beach-Santa Ana, CA","Combined Food Preparation and Serving Workers, Including Fast Food",20.677,0.89,18880
CA,"Los Angeles-Long Beach-Santa Ana, CA","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3.205,0.91,19700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Waiters and Waitresses,17.400,0.96,19470
CA,"Los Angeles-Long Beach-Santa Ana, CA","Food Servers, Nonrestaurant",1.559,0.84,22700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Dining Room and Cafeteria Attendants and Bartender Helpers,4.488,1.48,18850
CA,"Los Angeles-Long Beach-Santa Ana, CA",Dishwashers,5.165,1.39,18880
CA,"Los Angeles-Long Beach-Santa Ana, CA","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3.069,1.11,19020
CA,"Los Angeles-Long Beach-Santa Ana, CA","Food Preparation and Serving Related Workers, All Other",0.452,1.34,19840
CA,"Los Angeles-Long Beach-Santa Ana, CA",Building and Grounds Cleaning and Maintenance Occupations,28.987,0.90,23970
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Housekeeping and Janitorial Workers,0.991,0.79,41250
CA,"Los Angeles-Long Beach-Santa Ana, CA","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.605,0.81,43110
CA,"Los Angeles-Long Beach-Santa Ana, CA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",14.242,0.90,23650
CA,"Los Angeles-Long Beach-Santa Ana, CA",Maids and Housekeeping Cleaners,6.140,0.89,22410
CA,"Los Angeles-Long Beach-Santa Ana, CA","Building Cleaning Workers, All Other",0.032,0.28,25310
CA,"Los Angeles-Long Beach-Santa Ana, CA",Pest Control Workers,0.507,1.01,29280
CA,"Los Angeles-Long Beach-Santa Ana, CA",Landscaping and Groundskeeping Workers,6.055,0.94,23720
CA,"Los Angeles-Long Beach-Santa Ana, CA","Pesticide Handlers, Sprayers, and Applicators, Vegetation",0,0,28690
CA,"Los Angeles-Long Beach-Santa Ana, CA",Tree Trimmers and Pruners,0.272,0.93,29530
CA,"Los Angeles-Long Beach-Santa Ana, CA","Grounds Maintenance Workers, All Other",0.058,0.42,42830
CA,"Los Angeles-Long Beach-Santa Ana, CA",Personal Care and Service Occupations,26.802,0.87,22330
CA,"Los Angeles-Long Beach-Santa Ana, CA",Gaming Supervisors,0,0,42640
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Personal Service Workers,0.836,0.70,39990
CA,"Los Angeles-Long Beach-Santa Ana, CA",Animal Trainers,0.101,1.22,38350
CA,"Los Angeles-Long Beach-Santa Ana, CA",Nonfarm Animal Caretakers,1.043,0.87,21600
CA,"Los Angeles-Long Beach-Santa Ana, CA",Gaming Dealers,0,0,18700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Gaming and Sports Book Writers and Runners,0,0,23260
CA,"Los Angeles-Long Beach-Santa Ana, CA","Gaming Service Workers, All Other",0,0,27810
CA,"Los Angeles-Long Beach-Santa Ana, CA",Motion Picture Projectionists,0.062,1.34,21020
CA,"Los Angeles-Long Beach-Santa Ana, CA","Ushers, Lobby Attendants, and Ticket Takers",1.229,1.46,18840
CA,"Los Angeles-Long Beach-Santa Ana, CA",Amusement and Recreation Attendants,2.707,1.33,19700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Costume Attendants,0,0,57870
CA,"Los Angeles-Long Beach-Santa Ana, CA","Locker Room, Coatroom, and Dressing Room Attendants",0.230,1.74,22410
CA,"Los Angeles-Long Beach-Santa Ana, CA","Entertainment Attendants and Related Workers, All Other",0,0,22630
CA,"Los Angeles-Long Beach-Santa Ana, CA",Embalmers,0,0,50400
CA,"Los Angeles-Long Beach-Santa Ana, CA",Funeral Attendants,0.142,0.55,28190
CA,"Los Angeles-Long Beach-Santa Ana, CA","Morticians, Undertakers, and Funeral Directors",0.128,0.69,37970
CA,"Los Angeles-Long Beach-Santa Ana, CA",Barbers,0,0,19580
CA,"Los Angeles-Long Beach-Santa Ana, CA","Hairdressers, Hairstylists, and Cosmetologists",1.718,0.68,21510
CA,"Los Angeles-Long Beach-Santa Ana, CA","Makeup Artists, Theatrical and Performance",0.174,9.02,62290
CA,"Los Angeles-Long Beach-Santa Ana, CA",Manicurists and Pedicurists,0.851,1.45,18710
CA,"Los Angeles-Long Beach-Santa Ana, CA",Shampooers,0,0,21120
CA,"Los Angeles-Long Beach-Santa Ana, CA",Skincare Specialists,0.344,1.21,32390
CA,"Los Angeles-Long Beach-Santa Ana, CA",Baggage Porters and Bellhops,0.416,1.27,22110
CA,"Los Angeles-Long Beach-Santa Ana, CA",Concierges,0.214,0.93,30360
CA,"Los Angeles-Long Beach-Santa Ana, CA",Tour Guides and Escorts,0.182,0.70,24980
CA,"Los Angeles-Long Beach-Santa Ana, CA",Travel Guides,0,0,34420
CA,"Los Angeles-Long Beach-Santa Ana, CA",Childcare Workers,3.224,0.75,22550
CA,"Los Angeles-Long Beach-Santa Ana, CA",Personal Care Aides,0,0,21130
CA,"Los Angeles-Long Beach-Santa Ana, CA",Fitness Trainers and Aerobics Instructors,1.570,0.88,44160
CA,"Los Angeles-Long Beach-Santa Ana, CA",Recreation Workers,2.298,0.97,24060
CA,"Los Angeles-Long Beach-Santa Ana, CA",Residential Advisors,0.359,0.51,30870
CA,"Los Angeles-Long Beach-Santa Ana, CA","Personal Care and Service Workers, All Other",0.225,0.51,26860
CA,"Los Angeles-Long Beach-Santa Ana, CA",Sales and Related Occupations,105.645,1.00,28420
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Retail Sales Workers,7.546,0.85,38390
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Non-Retail Sales Workers,2.050,1.11,56700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Cashiers,22.898,0.91,19390
CA,"Los Angeles-Long Beach-Santa Ana, CA",Gaming Change Persons and Booth Cashiers,0,0,20960
CA,"Los Angeles-Long Beach-Santa Ana, CA",Counter and Rental Clerks,5.609,1.73,24400
CA,"Los Angeles-Long Beach-Santa Ana, CA",Parts Salespersons,1.469,0.86,29020
CA,"Los Angeles-Long Beach-Santa Ana, CA",Retail Salespersons,28.811,0.85,21980
CA,"Los Angeles-Long Beach-Santa Ana, CA",Advertising Sales Agents,1.667,1.46,62150
CA,"Los Angeles-Long Beach-Santa Ana, CA",Insurance Sales Agents,2.603,0.94,53440
CA,"Los Angeles-Long Beach-Santa Ana, CA","Securities, Commodities, and Financial Services Sales Agents",2.954,1.26,62680
CA,"Los Angeles-Long Beach-Santa Ana, CA",Travel Agents,0.920,1.92,36570
CA,"Los Angeles-Long Beach-Santa Ana, CA","Sales Representatives, Services, All Other",8.217,1.34,53490
CA,"Los Angeles-Long Beach-Santa Ana, CA","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.432,1.38,73330
CA,"Los Angeles-Long Beach-Santa Ana, CA","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",11.507,1.11,51340
CA,"Los Angeles-Long Beach-Santa Ana, CA",Demonstrators and Product Promoters,1.050,1.70,25680
CA,"Los Angeles-Long Beach-Santa Ana, CA",Models,0,0,42650
CA,"Los Angeles-Long Beach-Santa Ana, CA",Real Estate Brokers,0.442,1.54,70520
CA,"Los Angeles-Long Beach-Santa Ana, CA",Real Estate Sales Agents,1.217,1.04,50680
CA,"Los Angeles-Long Beach-Santa Ana, CA",Sales Engineers,0.786,1.56,96030
CA,"Los Angeles-Long Beach-Santa Ana, CA",Telemarketers,1.382,0.80,25510
CA,"Los Angeles-Long Beach-Santa Ana, CA","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0,0,22390
CA,"Los Angeles-Long Beach-Santa Ana, CA","Sales and Related Workers, All Other",0.943,1.43,34170
CA,"Los Angeles-Long Beach-Santa Ana, CA",Office and Administrative Support Occupations,175.500,1.10,35720
CA,"Los Angeles-Long Beach-Santa Ana, CA",First-Line Supervisors of Office and Administrative Support Workers,12.509,1.20,56670
CA,"Los Angeles-Long Beach-Santa Ana, CA","Switchboard Operators, Including Answering Service",1.017,1.26,29130
CA,"Los Angeles-Long Beach-Santa Ana, CA",Telephone Operators,0.051,0.68,19610
CA,"Los Angeles-Long Beach-Santa Ana, CA","Communications Equipment Operators, All Other",0.022,1.23,36240
CA,"Los Angeles-Long Beach-Santa Ana, CA",Bill and Account Collectors,3.397,1.32,37930
CA,"Los Angeles-Long Beach-Santa Ana, CA",Billing and Posting Clerks,4.421,1.22,36270
CA,"Los Angeles-Long Beach-Santa Ana, CA","Bookkeeping, Accounting, and Auditing Clerks",12.335,1.06,40700
CA,"Los Angeles-Long Beach-Santa Ana, CA",Gaming Cage Workers,0.097,0.80,30140
CA,"Los Angeles-Long Beach-Santa Ana, CA",Payroll and Timekeeping Clerks,1.537,1.25,44720
CA,"Los Angeles-Long Beach-Santa Ana, CA",Procurement Clerks,0.483,0.93,41930
CA,"Los Angeles-Long Beach-Santa Ana, CA",Tellers,3.281,0.86,27130
CA,"Los Angeles-Long Beach-Santa Ana, CA","Financial Clerks, All Other",0.389,1.40,42960
CA,"Los Angeles-Long Beach-Santa Ana, CA",Brokerage Clerks,0.283,0.67,48260
CA,"Los Angeles-Long Beach-Santa Ana, CA",Correspondence Clerks,0,0,39860
CA,"Los Angeles-Long Beach-Santa Ana, CA","Court, Municipal, and License Clerks",0.588,0.62,43140
