state,msa,jobtitle,capacity,density,medianSalary
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Education Administrators, Elementary and Secondary School",2.196,1.28,120710
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Education Administrators, Postsecondary",0.899,0.93,110090
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Education Administrators, All Other",0.130,0.55,86160
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Architectural and Engineering Managers,0.790,0.60,146980
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Food Service Managers,0.818,0.56,70070
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Funeral Service Managers,0.041,0.67,117020
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Lodging Managers,0.080,0.34,69230
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical and Health Services Managers,3.095,1.35,114040
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Natural Sciences Managers,0.539,1.37,165680
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Postmasters and Mail Superintendents,0.060,0.45,77630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Property, Real Estate, and Community Association Managers",0.848,0.67,79600
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Social and Community Service Managers,1.102,1.28,83140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Emergency Management Directors,0.062,0.86,88060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Managers, All Other",3.027,1.13,121350
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Business and Financial Operations Occupations,60.904,1.21,77660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Agents and Business Managers of Artists, Performers, and Athletes",0.287,3.27,73150
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Buyers and Purchasing Agents, Farm Products",0.026,0.31,46970
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Wholesale and Retail Buyers, Except Farm Products",0.984,1.20,65090
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.883,0.88,68540
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Claims Adjusters, Examiners, and Investigators",2.390,1.21,70420
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Insurance Appraisers, Auto Damage",0.154,1.52,68600
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Compliance Officers,2.002,1.10,78590
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Cost Estimators,1.108,0.72,74670
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Human Resources Specialists,3.471,1.03,67170
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Labor Relations Specialists,0.899,1.52,69670
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Logisticians,0.603,0.65,75250
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Management Analysts,4.805,1.11,93030
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Meeting, Convention, and Event Planners",0.844,1.46,59520
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Fundraisers,0.533,1.30,59110
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Compensation, Benefits, and Job Analysis Specialists",1.142,1.91,71010
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Training and Development Specialists,1.737,0.98,66240
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Market Research Analysts and Marketing Specialists,5.436,1.57,71580
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Business Operations Specialists, All Other",5.613,0.81,72460
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Accountants and Auditors,11.815,1.34,81480
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Appraisers and Assessors of Real Estate,0.402,0.86,61430
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Budget Analysts,0.373,0.88,77050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Credit Analysts,0.771,1.50,94050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Financial Analysts,4.740,2.44,96440
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Personal Financial Advisors,3.351,2.30,112250
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Insurance Underwriters,0.870,1.28,85100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Financial Examiners,0.445,1.63,99620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Credit Counselors,0.135,0.62,52970
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Loan Officers,1.569,0.71,85910
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Tax Examiners and Collectors, and Revenue Agents",0.456,0.97,67890
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Tax Preparers,0.511,1.01,58520
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Financial Specialists, All Other",1.549,1.52,75000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer and Mathematical Occupations,30.307,1.07,89550
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer and Information Research Scientists,0,0,121120
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer Systems Analysts,4.126,1.06,94350
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Information Security Analysts,0.631,1.06,114560
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer Programmers,2.956,1.32,82100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Software Developers, Applications",7.381,1.45,103060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Software Developers, Systems Software",2.128,0.75,108260
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Web Developers,1.009,1.13,72620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Database Administrators,0.833,1.00,93630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Network and Computer Systems Administrators,2.736,1.01,87650
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer Network Architects,1.034,1.00,116720
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer User Support Specialists,3.910,0.94,55390
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer Network Support Specialists,1.141,0.88,78060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Computer Occupations, All Other",1.105,0.70,80840
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Actuaries,0.368,2.31,114310
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mathematicians,0,0,107120
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Operations Research Analysts,0.627,0.97,96660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Statisticians,0.177,0.89,81980
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mathematical Technicians,0,0,75340
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Mathematical Science Occupations, All Other",0.015,1.30,84190
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Architecture and Engineering Occupations,10.820,0.60,79770
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Architects, Except Landscape and Naval",1.286,1.96,77670
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Landscape Architects,0.138,1.03,62300
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Cartographers and Photogrammetrists,0.021,0.24,67640
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Surveyors,0.168,0.54,76570
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Aerospace Engineers,0.077,0.15,118050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Biomedical Engineers,0.090,0.61,93580
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Chemical Engineers,0.210,0.85,96290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Civil Engineers,1.537,0.79,89510
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Computer Hardware Engineers,0.127,0.22,99400
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Electrical Engineers,0.922,0.71,98820
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Electronics Engineers, Except Computer",0.519,0.52,102490
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Environmental Engineers,0.338,0.86,87480
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.128,0.71,88250
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Industrial Engineers,0.560,0.32,86370
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Marine Engineers and Naval Architects,0.020,0.35,91770
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Materials Engineers,0.102,0.55,89360
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mechanical Engineers,1.017,0.51,87830
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nuclear Engineers,0.056,0.45,125470
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Petroleum Engineers,0.022,0.09,140590
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Engineers, All Other",0.506,0.55,102490
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Architectural and Civil Drafters,0.674,1.00,55060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Electrical and Electronics Drafters,0.194,0.89,70000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mechanical Drafters,0.300,0.63,51860
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Drafters, All Other",0.108,1.02,57990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Aerospace Engineering and Operations Technicians,0,0,70240
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Civil Engineering Technicians,0.222,0.42,54680
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Electrical and Electronics Engineering Technicians,0.590,0.58,63630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Electro-Mechanical Technicians,0.055,0.51,53740
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Environmental Engineering Technicians,0.145,1.09,46630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Industrial Engineering Technicians,0.113,0.23,52210
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mechanical Engineering Technicians,0.160,0.45,63060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Engineering Technicians, Except Drafters, All Other",0.169,0.34,62150
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Surveying and Mapping Technicians,0.144,0.38,42100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Life, Physical, and Social Science Occupations",7.711,0.91,67540
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Food Scientists and Technologists,0.083,0.80,68250
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Soil and Plant Scientists,0.010,0.09,66890
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Biochemists and Biophysicists,0.492,2.12,97120
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Microbiologists,0.118,0.77,68060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Zoologists and Wildlife Biologists,0.028,0.20,65640
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Biological Scientists, All Other",0.095,0.40,83580
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Conservation Scientists,0,0,73730
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Foresters,0.007,0.10,58220
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Epidemiologists,0.027,0.66,71000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Medical Scientists, Except Epidemiologists",0.962,1.29,83970
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Life Scientists, All Other",0,0,80360
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Physicists,0.124,0.99,116520
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Atmospheric and Space Scientists,0.038,0.47,96070
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Chemists,0.799,1.26,77550
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Materials Scientists,0.044,0.86,97300
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Environmental Scientists and Specialists, Including Health",0.341,0.52,72040
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Geoscientists, Except Hydrologists and Geographers",0.116,0.46,74610
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Hydrologists,0.028,0.58,71710
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Physical Scientists, All Other",0.071,0.42,107390
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Economists,0.052,0.38,117670
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Survey Researchers,0.060,0.53,60380
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Clinical, Counseling, and School Psychologists",1.094,1.41,85090
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Industrial-Organizational Psychologists,0.015,1.81,72820
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Psychologists, All Other",0.056,0.63,101870
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Sociologists,0.048,2.93,70660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Urban and Regional Planners,0.137,0.52,72650
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Anthropologists and Archeologists,0.018,0.35,64240
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Historians,0.014,0.59,63930
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Political Scientists,0.008,0.20,126850
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Social Scientists and Related Workers, All Other",0,0,83750
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Agricultural and Food Science Technicians,0.021,0.13,45420
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Biological Technicians,0.307,0.57,45090
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Chemical Technicians,0.594,1.26,46170
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Geological and Petroleum Technicians,0.023,0.20,50700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nuclear Technicians,0.027,0.58,72340
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Social Science Research Assistants,0.619,3.01,34670
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Environmental Science and Protection Technicians, Including Health",0.283,1.13,46700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Forensic Science Technicians,0.051,0.51,60720
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Forest and Conservation Technicians,0.007,0.03,40680
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Life, Physical, and Social Science Technicians, All Other",0.611,1.23,51630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Community and Social Service Occupations,17.046,1.19,48030
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Substance Abuse and Behavioral Disorder Counselors,0.827,1.31,48790
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Educational, Guidance, School, and Vocational Counselors",1.956,1.07,69490
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Marriage and Family Therapists,0.353,1.58,69360
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mental Health Counselors,0.760,0.86,42970
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Rehabilitation Counselors,0.770,1.00,36060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Counselors, All Other",0.179,0.86,49600
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Child, Family, and School Social Workers",2.414,1.14,54620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Healthcare Social Workers,1.202,1.11,61570
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mental Health and Substance Abuse Social Workers,1.021,1.26,52470
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Social Workers, All Other",0,0,64910
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Health Educators,0.380,0.90,48620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Probation Officers and Correctional Treatment Specialists,0.423,0.66,71740
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Social and Human Service Assistants,3.459,1.32,34620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Community Health Workers,0.232,0.65,36900
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Community and Social Service Specialists, All Other",1.354,1.95,46590
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Clergy,0.735,2.13,43460
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Directors, Religious Activities and Education",0.197,1.41,41990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Religious Workers, All Other",0,0,27440
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Legal Occupations,12.073,1.55,107710
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Lawyers,8.591,1.92,148140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Judicial Law Clerks,0,0,48510
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Administrative Law Judges, Adjudicators, and Hearing Officers",0.144,1.38,89210
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Arbitrators, Mediators, and Conciliators",0.043,0.87,77140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Judges, Magistrate Judges, and Magistrates",0,0,154610
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Paralegals and Legal Assistants,2.529,1.25,54700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Court Reporters,0.111,0.82,87610
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Title Examiners, Abstractors, and Searchers",0.244,0.62,47430
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Legal Support Workers, All Other",0,0,55440
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Education, Training, and Library Occupations",72.820,1.17,58000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Business Teachers, Postsecondary",0.782,1.24,81280
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Computer Science Teachers, Postsecondary",0.308,1.18,81430
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Mathematical Science Teachers, Postsecondary",0.485,1.21,84860
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Architecture Teachers, Postsecondary",0.095,1.79,82030
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Engineering Teachers, Postsecondary",0.330,1.22,98660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Agricultural Sciences Teachers, Postsecondary",0.011,0.15,100070
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Biological Science Teachers, Postsecondary",0.396,1.01,91270
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Forestry and Conservation Science Teachers, Postsecondary",0.007,0.54,59040
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.065,0.80,88240
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Chemistry Teachers, Postsecondary",0.236,1.49,91580
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Environmental Science Teachers, Postsecondary",0.076,1.93,86600
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Physics Teachers, Postsecondary",0.126,1.20,100720
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Anthropology and Archeology Teachers, Postsecondary",0.076,1.68,91470
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.118,1.75,81450
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Economics Teachers, Postsecondary",0.143,1.41,121810
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Geography Teachers, Postsecondary",0.012,0.36,87150
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Political Science Teachers, Postsecondary",0.151,1.19,84130
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Psychology Teachers, Postsecondary",0.396,1.41,78340
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Sociology Teachers, Postsecondary",0.156,1.25,83000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Social Sciences Teachers, Postsecondary, All Other",0.217,2.66,78280
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Health Specialties Teachers, Postsecondary",1.604,1.29,97150
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Nursing Instructors and Teachers, Postsecondary",0.365,0.87,86120
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Education Teachers, Postsecondary",0.535,1.21,70990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Library Science Teachers, Postsecondary",0.049,1.46,77050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Criminal Justice and Law Enforcement Teachers, Postsecondary",0,0,68730
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Law Teachers, Postsecondary",0.221,1.86,117570
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Social Work Teachers, Postsecondary",0,0,61930
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Art, Drama, and Music Teachers, Postsecondary",1.044,1.45,86010
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Communications Teachers, Postsecondary",0.257,1.18,70220
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","English Language and Literature Teachers, Postsecondary",0.803,1.42,78680
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Foreign Language and Literature Teachers, Postsecondary",0.300,1.31,71130
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","History Teachers, Postsecondary",0.209,1.19,80530
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Philosophy and Religion Teachers, Postsecondary",0.300,1.75,63990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Graduate Teaching Assistants,0.360,0.39,35300
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Recreation and Fitness Studies Teachers, Postsecondary",0.115,0.83,68950
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Vocational Education Teachers, Postsecondary",0.515,0.57,61860
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Postsecondary Teachers, All Other",0,0,78910
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Preschool Teachers, Except Special Education",3.773,1.45,37140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Kindergarten Teachers, Except Special Education",0.900,0.77,61550
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Elementary School Teachers, Except Special Education",9.152,0.91,74490
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Middle School Teachers, Except Special and Career/Technical Education",4.910,1.05,74050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Career/Technical Education Teachers, Middle School",0.087,0.84,86790
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Secondary School Teachers, Except Special and Career/Technical Education",7.409,1.04,80390
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Career/Technical Education Teachers, Secondary School",0.396,0.66,76900
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Special Education Teachers, Preschool",0.445,2.50,58210
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Special Education Teachers, Kindergarten and Elementary School",2.665,1.79,65980
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Special Education Teachers, Middle School",1.431,2.04,71950
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Special Education Teachers, Secondary School",1.969,1.96,77910
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Special Education Teachers, All Other",0.110,0.37,62190
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Adult Basic and Secondary Education and Literacy Teachers and Instructors,0.598,1.22,62870
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Self-Enrichment Education Teachers,3.309,2.21,47470
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Teachers and Instructors, All Other, Except Substitute Teachers",2.095,1.05,38100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Substitute Teachers,4.375,0.95,31690
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Archivists,0.059,1.49,56140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Curators,0.133,1.60,67730
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Museum Technicians and Conservators,0.088,1.19,54480
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Librarians,1.215,1.23,66110
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Library Technicians,0.770,1.10,35390
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Audio-Visual and Multimedia Collections Specialists,0.060,0.90,59190
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Farm and Home Management Advisors,0.011,0.17,70000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Instructional Coordinators,0.870,0.88,64520
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Teacher Assistants,12.942,1.47,27830
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Education, Training, and Library Workers, All Other",0,0,39060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Arts, Design, Entertainment, Sports, and Media Occupations",22.229,1.67,62200
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Art Directors,0.814,3.32,114290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Craft Artists,0.034,0.96,32100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Fine Artists, Including Painters, Sculptors, and Illustrators",0.106,1.19,62080
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Multimedia Artists and Animators,0.283,1.32,65460
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Artists and Related Workers, All Other",0,0,44290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Commercial and Industrial Designers,0.296,1.36,67460
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Fashion Designers,0.858,6.49,68090
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Floral Designers,0.340,1.02,27010
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Graphic Designers,2.187,1.50,58910
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Interior Designers,0.504,1.51,58380
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Merchandise Displayers and Window Trimmers,0,0,29190
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Set and Exhibit Designers,0.209,2.71,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Designers, All Other",0.079,1.55,53970
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Actors,1.351,3.08,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Producers and Directors,2.167,3.01,97010
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Athletes and Sports Competitors,0.050,0.58,50990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Coaches and Scouts,1.186,0.76,37940
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Umpires, Referees, and Other Sports Officials",0.141,1.09,0
